gene_id	gene_name	geneID	gene_id2	geneType	NTC	Lipo	PEI	ExFect	Infect	Elec
ENSG00000204010	IFIT1B	439996	ENSG00000204010.3	protein_coding	0	0	0	0	0	0
ENSG00000185745	IFIT1	3434	ENSG00000185745.10	protein_coding	3.221956231	2.278068206	2.297051913	1.880030509	2.808671394	1.925313218
ENSG00000152778	IFIT5	24138	ENSG00000152778.10	protein_coding	21.74199298	14.18332152	20.59403897	17.89399234	14.37464849	16.99751136
ENSG00000152779	SLC16A12	387700	ENSG00000152779.14	protein_coding	0.018116395	0.227196143	0.351498534	0.078015984	0.037278918	0.014614385
ENSG00000234452	SLC16A12-AS1	101926906	ENSG00000234452.5	lncRNA	0	0	0	0	0	0
ENSG00000152782	PANK1	53354	ENSG00000152782.18	protein_coding	11.26130952	11.5686591	14.58812011	13.96839013	12.49226797	13.1784576
ENSG00000232936	PANK1-AS1	105378421	ENSG00000232936.6	lncRNA	0.241418721	0.173219121	0.332203443	0.051789202	0.170902209	0.13798469
ENSG00000138182	KIF20B	9585	ENSG00000138182.15	protein_coding	10.81768886	7.844216085	10.45160291	13.91354165	9.822610194	10.60066191
ENSG00000232229	LINC00865	643529	ENSG00000232229.8	lncRNA	0	0.018404268	0.340672048	0.366252548	0.028222554	0
ENSG00000280560	LINC01374	105378425	ENSG00000280560.3	lncRNA	0	0	0.040332143	0.058365663	0	0
ENSG00000226159	LINC01375	101926924	ENSG00000226159.2	lncRNA	0	0	0	0	0	0
ENSG00000236373	LINC02653	101926942	ENSG00000236373.2	lncRNA	0	0	0	0	0	0
ENSG00000148680	HTR7	3363	ENSG00000148680.16	protein_coding	0.231179448	0.078919425	0.106507445	0.139282424	0.138813017	0.189435423
ENSG00000148688	RPP30	10556	ENSG00000148688.14	protein_coding	13.6843272	11.61995304	17.52103596	18.73700216	10.45142443	15.74740649
ENSG00000148677	ANKRD1	27063	ENSG00000148677.7	protein_coding	0.050537362	1.06435524	2.527212868	1.536139437	0.10956937	0.085509876
ENSG00000224851	LINC00502	100874184	ENSG00000224851.2	lncRNA	0	0	0	0.004892929	0	0
ENSG00000180628	PCGF5	84333	ENSG00000180628.15	protein_coding	6.45094653	6.672195063	6.993247744	6.748787547	5.654023192	6.990122263
ENSG00000165338	HECTD2	143279	ENSG00000165338.17	protein_coding	5.403337936	5.45289712	7.180503216	5.911602712	4.277795903	5.202134225
ENSG00000119938	PPP1R3C	5507	ENSG00000119938.9	protein_coding	0	0.006980389	0.068373334	0.007689632	0	0.019839784
ENSG00000228701	TNKS2-DT	100507633	ENSG00000228701.3	lncRNA	0.317977855	0.263632375	0.552920223	0.352228695	0.176056278	0.365510804
ENSG00000107854	TNKS2	80351	ENSG00000107854.6	protein_coding	110.2568994	114.892803	124.7770036	127.3394835	105.3357097	113.8170993
ENSG00000174721	FGFBP3	143282	ENSG00000174721.10	protein_coding	4.09368682	3.90850518	3.711755144	3.548144842	4.008074586	4.685722213
ENSG00000095564	BTAF1	9044	ENSG00000095564.15	protein_coding	357.3763773	425.9076951	400.8239772	339.5495758	372.9129267	312.9637868
ENSG00000107864	CPEB3	22849	ENSG00000107864.15	protein_coding	2.981887071	3.750845157	3.652906312	3.723780397	3.132898432	3.227205574
ENSG00000198060	MARCHF5	54708	ENSG00000198060.10	protein_coding	39.42780725	43.73535708	47.65560469	37.56420766	38.97815958	37.97635458
ENSG00000119912	IDE	3416	ENSG00000119912.18	protein_coding	75.28854432	79.22888828	83.20219718	118.5981409	60.46386734	92.02911699
ENSG00000138160	KIF11	3832	ENSG00000138160.7	protein_coding	27.81511488	23.11109103	24.99696868	32.44945554	28.11801877	32.72619336
ENSG00000152804	HHEX	3087	ENSG00000152804.11	protein_coding	4.363308746	3.702032462	3.333641667	3.471134235	5.0009431	3.53926938
ENSG00000138190	EXOC6	54536	ENSG00000138190.17	protein_coding	14.12601167	9.811384662	11.80246596	15.95417367	11.22754437	16.6959035
ENSG00000226425	CYP26C1-DT	122455335	ENSG00000226425.1	lncRNA	0	0	0	0	0.002358609	0
ENSG00000187553	CYP26C1	340665	ENSG00000187553.10	protein_coding	0.045514552	0.081270062	0	0.017432011	0.049947308	0.034604291
ENSG00000095596	CYP26A1	1592	ENSG00000095596.12	protein_coding	3.69495007	2.480083278	2.497676318	2.071426104	2.038724604	2.348415122
ENSG00000138119	MYOF	26509	ENSG00000138119.17	protein_coding	2.494236841	3.29157759	3.47416169	1.488250351	3.705401746	2.028221847
ENSG00000138180	CEP55	55165	ENSG00000138180.16	protein_coding	10.75446398	8.685584834	9.971946351	10.19538646	10.62205956	9.533404687
ENSG00000186188	FFAR4	338557	ENSG00000186188.11	protein_coding	0.004683182	0.029832422	0.011387928	0	0.016735643	0
ENSG00000138207	RBP4	5950	ENSG00000138207.15	protein_coding	0	0	0	0	0.04601812	0
ENSG00000095464	PDE6C	5146	ENSG00000095464.10	protein_coding	0	0	0	0	0	0
ENSG00000148690	FRA10AC1	118924	ENSG00000148690.12	protein_coding	42.59118875	45.62929093	47.38055986	37.7963172	39.81776165	33.75018055
ENSG00000108231	LGI1	9211	ENSG00000108231.14	protein_coding	0.28174189	0.445477745	0.329923934	0.084213439	0.262631969	0.090454337
ENSG00000176273	SLC35G1	159371	ENSG00000176273.15	protein_coding	4.339391901	3.204268885	3.304676408	4.156105823	3.745812342	5.047240842
ENSG00000138193	PLCE1	51196	ENSG00000138193.17	protein_coding	2.105340239	2.67741238	2.502234971	1.812911098	2.821465812	1.801068861
ENSG00000232913	PLCE1-AS2	101927049	ENSG00000232913.8	lncRNA	0	0.007555793	0	0	0	0
ENSG00000268894	PLCE1-AS1	100128054	ENSG00000268894.7	lncRNA	0.015624166	0.062858521	0.068237937	0.176520555	0	0.020495008
ENSG00000173145	NOC3L	64318	ENSG00000173145.11	protein_coding	54.70944916	37.84561254	48.46630857	52.61563466	37.3601359	51.60463465
ENSG00000108239	TBC1D12	23232	ENSG00000108239.9	protein_coding	34.49456845	36.46202951	35.56707925	31.99314088	32.42741582	27.48050835
ENSG00000119969	HELLS	3070	ENSG00000119969.16	protein_coding	152.9417503	157.0549497	146.3401716	145.447428	132.7971939	167.9630077
ENSG00000108242	CYP2C18	1562	ENSG00000108242.13	protein_coding	0.133823966	0.129459073	0.241754057	0.500359674	0.050321979	0.111583964
ENSG00000165841	CYP2C19	1557	ENSG00000165841.11	protein_coding	0.013408449	0.096897346	0.197585985	0.416611179	0.008828595	0.010906991
ENSG00000138109	CYP2C9	1559	ENSG00000138109.11	protein_coding	0	0.034469779	0.066922248	0.322219188	0.003315243	0.02363548
ENSG00000138115	CYP2C8	1558	ENSG00000138115.15	protein_coding	0.092837225	0.04799826	0.219404073	0.223241764	0.011445751	0.271060942
ENSG00000173124	ACSM6	142827	ENSG00000173124.15	protein_coding	0	0	0	0.029600376	0	0
ENSG00000107438	PDLIM1	9124	ENSG00000107438.9	protein_coding	69.34624574	82.15585476	86.6188518	57.74390485	90.81274013	63.72686002
ENSG00000095637	SORBS1	10580	ENSG00000095637.23	protein_coding	6.675987106	7.749116473	11.75806424	5.664153573	8.698473836	4.903736074
ENSG00000059573	ALDH18A1	5832	ENSG00000059573.9	protein_coding	317.2383311	284.1253198	303.151758	317.3741401	270.1155261	319.0669181
ENSG00000119977	TCTN3	26123	ENSG00000119977.22	protein_coding	142.1634016	123.2441359	119.5204286	144.7449612	144.2446841	152.3286202
ENSG00000138185	ENTPD1	953	ENSG00000138185.20	protein_coding	0.186781466	0.078821991	0.134476084	0.194765675	0.132566601	0.187197868
ENSG00000226688	ENTPD1-AS1	728558	ENSG00000226688.9	lncRNA	65.91672083	51.36420255	50.76499644	72.05976188	50.98448244	78.14246304
ENSG00000188649	CC2D2B	387707	ENSG00000188649.15	protein_coding	0.018242272	0.046867906	0.090597866	0.118216218	0.047900051	0.033101897
ENSG00000107443	CCNJ	54619	ENSG00000107443.16	protein_coding	12.30202474	11.08746261	12.64403445	17.20168136	11.38189318	14.81798389
ENSG00000177853	ZNF518A	9849	ENSG00000177853.15	protein_coding	59.34844812	46.66759007	43.01528877	63.36789199	44.36435474	66.45355994
ENSG00000095585	BLNK	29760	ENSG00000095585.18	protein_coding	0.121523794	0.320938213	0.436734314	0.054944202	0.186696534	0.045583718
ENSG00000107447	DNTT	1791	ENSG00000107447.8	protein_coding	0	0	0	0.266798604	0.051966606	0
ENSG00000197430	OPALIN	93377	ENSG00000197430.11	protein_coding	0	0.008020095	0.022384228	0.010172641	0.00582946	0
ENSG00000095587	TLL2	7093	ENSG00000095587.9	protein_coding	1.826023371	1.755645659	1.709046382	1.613644319	2.22621298	1.33302826
ENSG00000077147	TM9SF3	56889	ENSG00000077147.16	protein_coding	166.0277409	155.3486493	155.4437001	188.8193507	133.4126411	179.9480315
ENSG00000155629	PIK3AP1	118788	ENSG00000155629.15	protein_coding	8.054374622	4.990535221	8.068755401	10.54239419	9.260030218	8.676565573
ENSG00000196233	LCOR	84458	ENSG00000196233.14	protein_coding	42.81134628	43.42523155	46.12308692	61.12105052	45.1104322	54.20007506
ENSG00000187122	SLIT1	6585	ENSG00000187122.17	protein_coding	3.315127773	4.097958861	4.075458504	1.899018321	3.806280472	2.415052085
ENSG00000234855	SLIT1-AS1	100505540	ENSG00000234855.2	lncRNA	0	0.033765434	0	0.048594574	0	0
ENSG00000269891	ARHGAP19-SLIT1	100533184	ENSG00000269891.2	protein_coding	0.608582729	0.134306213	0.329416925	0.168089994	0.392653779	0.280655929
ENSG00000213390	ARHGAP19	84986	ENSG00000213390.11	protein_coding	27.99927921	32.78820508	30.36148675	21.77715542	28.21309936	21.58628149
ENSG00000165879	FRAT1	10023	ENSG00000165879.9	protein_coding	21.86090165	18.09641772	17.76248513	12.43989322	26.75789918	18.65797037
ENSG00000181274	FRAT2	23401	ENSG00000181274.7	protein_coding	42.87206388	32.28574443	34.61250737	37.88819228	41.40010433	49.3175114
ENSG00000052749	RRP12	23223	ENSG00000052749.14	protein_coding	156.1053602	143.9917836	272.408957	353.2097614	118.3481137	222.0153477
ENSG00000171314	PGAM1	5223	ENSG00000171314.9	protein_coding	893.8981141	777.5640111	838.7530126	654.3619883	813.9882825	807.0516312
ENSG00000171311	EXOSC1	51013	ENSG00000171311.13	protein_coding	43.65316628	54.5421107	53.9717415	46.4173511	35.6862329	43.63143631
ENSG00000171307	ZDHHC16	84287	ENSG00000171307.19	protein_coding	144.6099628	87.96498809	100.0133837	163.9822703	122.3931243	183.4918104
ENSG00000155229	MMS19	64210	ENSG00000155229.21	protein_coding	122.0785637	127.676209	137.6743572	103.3610868	123.0688096	108.9660138
ENSG00000165886	UBTD1	80019	ENSG00000165886.5	protein_coding	35.7511061	39.60534696	44.52779544	32.81708277	49.9044002	35.07348588
ENSG00000165887	ANKRD2	26287	ENSG00000165887.12	protein_coding	0.015349316	0.011845944	0.005999989	0.031274338	0.013614093	0.004507386
ENSG00000241935	HOGA1	112817	ENSG00000241935.9	protein_coding	2.768756766	1.717322873	1.927724133	1.988359137	2.020145557	2.477317164
ENSG00000203942	C10orf62	414157	ENSG00000203942.5	protein_coding	0.048590598	0.044055089	0.032918591	0.031860439	0.0704684	0.053053831
ENSG00000171160	MORN4	118812	ENSG00000171160.18	protein_coding	7.485099635	9.606278494	8.77599218	5.95710766	8.9084286	5.899135014
ENSG00000155252	PI4K2A	55361	ENSG00000155252.14	protein_coding	25.36431252	25.28855084	29.93046536	33.65958445	32.32582457	33.31523062
ENSG00000119986	AVPI1	60370	ENSG00000119986.7	protein_coding	14.20303362	17.06567731	17.39217211	7.603583909	14.01450602	10.40783476
ENSG00000155254	MARVELD1	83742	ENSG00000155254.13	protein_coding	29.5612136	22.95441318	20.51496525	28.4041378	33.76399471	40.53634205
ENSG00000155256	ZFYVE27	118813	ENSG00000155256.18	protein_coding	49.4680959	49.72160928	47.99569039	50.72866646	47.18581665	48.21606097
ENSG00000120057	SFRP5	6425	ENSG00000120057.5	protein_coding	0.279277929	0.456364912	0.249070508	0.127644719	0.524009492	0.058050622
ENSG00000227356	GOLGA7B-DT	100505561	ENSG00000227356.2	lncRNA	0	0.04277738	0.127892463	0	0.031093026	0
ENSG00000155265	GOLGA7B	401647	ENSG00000155265.11	protein_coding	3.052029349	4.985543448	6.736413226	2.048349893	2.627768911	1.631574922
ENSG00000095713	CRTAC1	55118	ENSG00000095713.14	protein_coding	1.249773159	2.246078247	3.137269957	1.722221751	1.783520061	1.503609143
ENSG00000166024	R3HCC1L	27291	ENSG00000166024.14	protein_coding	55.8181694	64.35924125	81.85854002	71.32120205	55.45823502	57.11490339
ENSG00000138131	LOXL4	84171	ENSG00000138131.4	protein_coding	1.486909008	2.163382125	3.73322279	0.845561503	2.928718427	0.967908179
ENSG00000119943	PYROXD2	84795	ENSG00000119943.13	protein_coding	0.293154537	0.67111304	0.479054149	0.770826968	0.627324856	0.279505956
ENSG00000107521	HPS1	3257	ENSG00000107521.21	protein_coding	7.516051296	7.238222698	6.523630861	8.543159629	7.520289514	8.844115792
ENSG00000287261	HPS1-AS1	101927278	ENSG00000287261.3	lncRNA	0.293634997	0.24579125	0.269530517	0.815030197	0.239431902	0.841943557
ENSG00000172987	HPSE2	60495	ENSG00000172987.13	protein_coding	0	0.010961114	0.011703013	0	0	0.004880555
ENSG00000119946	CNNM1	26507	ENSG00000119946.12	protein_coding	8.59547605	6.067414608	6.854443212	7.738394409	9.101775472	8.699636157
ENSG00000120053	GOT1	2805	ENSG00000120053.12	protein_coding	28.11015136	28.37957896	30.02691313	30.78668291	24.80789083	27.67500044
ENSG00000224934	GOT1-DT	101927300	ENSG00000224934.6	lncRNA	7.063385368	10.52895465	8.784360594	4.427388029	9.547783832	5.322172344
ENSG00000257582	LINC01475	101927324	ENSG00000257582.5	lncRNA	0.019873504	0.072877008	0.008650485	0	0.035050907	0.024181853
ENSG00000119919	NKX2-3	159296	ENSG00000119919.12	protein_coding	1.894742328	1.662867121	1.683096066	0.790408141	2.170142308	1.292254034
ENSG00000155287	SLC25A28	81894	ENSG00000155287.12	protein_coding	34.16312566	45.08965048	33.72291072	27.16681534	40.06553807	26.70063475
ENSG00000260475	SLC25A28-DT	123466211	ENSG00000260475.2	lncRNA	0.350289741	0.525432239	0.446840054	0.343425343	0.359850541	0.365628035
ENSG00000198018	ENTPD7	57089	ENSG00000198018.7	protein_coding	31.40226279	24.97337204	29.62114432	50.10309622	25.81217912	46.14314755
ENSG00000119929	CUTC	51076	ENSG00000119929.13	protein_coding	37.11084213	32.70483045	32.47247359	27.51337218	31.81067884	26.85707802
ENSG00000014919	COX15	1355	ENSG00000014919.13	protein_coding	20.23713402	20.3861033	20.10350069	19.3795099	17.63542298	21.64266862
ENSG00000023839	ABCC2	1244	ENSG00000023839.12	protein_coding	2.363345815	3.042692771	3.103484277	3.674838046	2.660828889	2.395398538
ENSG00000107554	DNMBP	23268	ENSG00000107554.17	protein_coding	5.871252193	7.659007876	7.563111485	7.842444481	8.572024069	7.282088338
ENSG00000227695	DNMBP-AS1	100188954	ENSG00000227695.6	lncRNA	0.010232218	0	0.007999469	0.050834585	0	0.013484122
ENSG00000120054	CPN1	1369	ENSG00000120054.12	protein_coding	0	0.013117171	0.107032128	0.018877984	0.034765825	0
ENSG00000107566	ERLIN1	10613	ENSG00000107566.14	protein_coding	10.5068795	11.74239115	10.88664915	10.86936443	11.5233511	10.20024195
ENSG00000213341	CHUK	1147	ENSG00000213341.11	protein_coding	78.65977119	78.14003534	81.55478918	78.02824268	66.20912601	79.76779286
ENSG00000227492	CHUK-DT	122152368	ENSG00000227492.2	lncRNA	0.052090008	0.044616252	0.022447173	0.024087746	0.019887206	0.051036668
ENSG00000095485	CWF19L1	55280	ENSG00000095485.18	protein_coding	43.49900082	42.66970943	42.50723284	45.09225682	38.93129816	48.83884845
ENSG00000196072	BLOC1S2	282991	ENSG00000196072.12	protein_coding	30.34599899	30.43539374	53.59739538	35.14132662	25.42913094	26.08969455
ENSG00000107593	PKD2L1	9033	ENSG00000107593.17	protein_coding	0.327137893	0.969318375	0.761408121	0.252977694	0.362458987	0.451177333
ENSG00000099194	SCD	6319	ENSG00000099194.6	protein_coding	208.7092139	196.2815625	183.1933014	217.4942805	182.6408641	237.7358819
ENSG00000235823	OLMALINC	90271	ENSG00000235823.5	lncRNA	55.3199507	53.87661616	46.72322121	50.69085872	54.82057167	61.49469424
ENSG00000075290	WNT8B	7479	ENSG00000075290.8	protein_coding	2.660512553	2.651281702	1.820190348	0.73573058	2.936161478	1.544807891
ENSG00000075826	SEC31B	25956	ENSG00000075826.17	protein_coding	49.03071472	73.04451366	50.47554679	27.17949605	50.87525742	28.25587026
ENSG00000166136	NDUFB8	4714	ENSG00000166136.16	protein_coding	6.949679297	7.895748363	7.366061032	4.046752458	6.192970149	6.440899135
ENSG00000166135	HIF1AN	55662	ENSG00000166135.14	protein_coding	59.90516638	55.07313648	58.33893623	65.74864075	63.98772093	70.4870455
ENSG00000075891	PAX2	5076	ENSG00000075891.23	protein_coding	2.422062573	2.287212399	1.223292844	1.436532055	3.131052732	1.947799603
ENSG00000119906	SLF2	55719	ENSG00000119906.13	protein_coding	43.650003	30.66051616	34.39586577	61.44129075	36.8080757	54.75243277
ENSG00000055950	MRPL43	84545	ENSG00000055950.17	protein_coding	190.2567319	195.8392668	185.7024378	175.5739953	212.4836695	207.4563812
ENSG00000095539	SEMA4G	57715	ENSG00000095539.16	protein_coding	3.483857666	4.448726296	2.706671955	1.680754447	6.112677944	2.391816005
ENSG00000107815	TWNK	56652	ENSG00000107815.10	protein_coding	40.7655544	37.77753942	40.47758828	60.03712065	37.26204641	50.86610068
ENSG00000107816	LZTS2	84445	ENSG00000107816.17	protein_coding	84.51441634	83.99940129	81.93924657	52.20102233	112.1651457	73.12147787
ENSG00000186862	PDZD7	79955	ENSG00000186862.20	protein_coding	10.9266353	11.14332322	8.498304538	5.421303299	16.71959778	6.640658152
ENSG00000107819	SFXN3	81855	ENSG00000107819.15	protein_coding	71.37501244	94.62513302	99.53011856	41.32259875	95.5761651	58.04191382
ENSG00000107821	KAZALD1	81621	ENSG00000107821.15	protein_coding	5.646673762	6.269416527	6.524735386	2.964492567	6.411849028	3.778807857
ENSG00000236311	TLX1NB	100038246	ENSG00000236311.6	lncRNA	0.019014968	0.035002464	0	0	0	0
ENSG00000107807	TLX1	3195	ENSG00000107807.13	protein_coding	0.007880872	0.049583852	0.073176245	0.041928474	0.054671103	0.012821259
ENSG00000237579	LINC01514	101927396	ENSG00000237579.3	lncRNA	0	0.006326797	0	0	0	0
ENSG00000138136	LBX1	10660	ENSG00000138136.7	protein_coding	5.746527781	5.366531353	5.446314676	6.880674423	7.440558811	7.951791491
ENSG00000227128	LBX1-AS1	399806	ENSG00000227128.5	lncRNA	7.785601342	9.130892875	8.245784974	3.468507769	8.597276223	5.25307425
ENSG00000229649	LINC02681	101927419	ENSG00000229649.1	lncRNA	0.20094419	0.185276467	0.156331422	0	0.141316413	0.055677979
ENSG00000166167	BTRC	8945	ENSG00000166167.18	protein_coding	44.42418639	42.22286559	43.04957767	47.73224934	45.01578572	44.5475292
ENSG00000166171	DPCD	25911	ENSG00000166171.13	protein_coding	15.98996045	16.7946039	19.47044476	11.01092196	12.37556376	11.08509474
ENSG00000166169	POLL	27343	ENSG00000166169.17	protein_coding	35.11651555	32.59389079	30.53506288	27.879645	37.19479135	35.48195519
ENSG00000107829	FBXW4	6468	ENSG00000107829.15	protein_coding	16.75663332	22.14801164	26.47935429	18.15339178	20.26699948	15.24378746
ENSG00000107831	FGF8	2253	ENSG00000107831.14	protein_coding	0.959760416	0.656407368	0.696046769	0.613130172	1.572368786	0.533119448
ENSG00000107833	NPM3	10360	ENSG00000107833.11	protein_coding	28.67732172	25.64363605	23.57714238	19.4992115	22.34318594	21.73810793
ENSG00000198408	OGA	10724	ENSG00000198408.14	protein_coding	60.48020874	75.87096414	69.2243329	58.46002339	63.91170781	52.63218733
ENSG00000226009	KCNIP2-AS1	100289509	ENSG00000226009.3	lncRNA	0.347415706	0.363757863	0.255211165	0.155206519	0.370444215	0.187017933
ENSG00000120049	KCNIP2	30819	ENSG00000120049.20	protein_coding	2.92383055	2.267145607	2.045670747	2.497179297	1.909777533	1.904721335
ENSG00000120029	ARMH3	79591	ENSG00000120029.13	protein_coding	21.7456837	19.14104624	22.3494965	27.26556496	23.76128777	24.33112236
ENSG00000166189	HPS6	79803	ENSG00000166189.8	protein_coding	12.6165505	8.546379552	10.32922842	10.2464325	13.06510713	14.9669839
ENSG00000198728	LDB1	8861	ENSG00000198728.11	protein_coding	132.2716829	128.6552584	126.286376	121.0446451	156.9552705	138.4521147
ENSG00000148840	PPRC1	23082	ENSG00000148840.11	protein_coding	113.4081685	104.2688538	95.19365581	208.7462866	136.1468646	167.0811146
ENSG00000166197	NOLC1	9221	ENSG00000166197.17	protein_coding	351.5367446	253.8889145	278.6890546	409.2808319	272.1608077	392.7427292
ENSG00000119915	ELOVL3	83401	ENSG00000119915.5	protein_coding	0.047904686	0.118648504	0.120580186	1.557098485	0.26382052	0.073289905
ENSG00000107859	PITX3	5309	ENSG00000107859.10	protein_coding	0.960108383	0.976911796	0.977448155	0.47542111	1.332939002	0.712667188
ENSG00000107862	GBF1	8729	ENSG00000107862.7	protein_coding	179.0260923	238.98112	235.9954847	390.385429	221.8825268	265.3658455
ENSG00000077150	NFKB2	4791	ENSG00000077150.21	protein_coding	36.41592111	54.40839782	44.73816512	24.39522896	57.24586178	24.86091073
ENSG00000059915	PSD	5662	ENSG00000059915.17	protein_coding	5.97970154	7.697365808	8.125851082	3.576139361	6.77578683	3.080830496
ENSG00000107872	FBXL15	79176	ENSG00000107872.14	protein_coding	39.26931167	39.49127158	43.22091906	26.40704416	32.64158646	32.82427582
ENSG00000107874	CUEDC2	79004	ENSG00000107874.11	protein_coding	68.93146289	84.53400894	83.77441338	50.5644514	74.37046677	47.12584402
ENSG00000269609	C10orf95-AS1	100505761	ENSG00000269609.6	lncRNA	45.2886949	28.98084739	28.31921246	26.59931193	36.61613673	45.57273347
ENSG00000120055	C10orf95	79946	ENSG00000120055.7	protein_coding	0.357807012	0.272072356	0.19767672	0.322629932	0.244347132	0.20912315
ENSG00000138111	MFSD13A	79847	ENSG00000138111.14	protein_coding	20.45182119	20.4512133	17.07195023	15.45792986	17.25647868	17.43790928
ENSG00000138107	ACTR1A	10121	ENSG00000138107.13	protein_coding	65.51921553	67.50545424	67.54193727	62.7282792	71.81736152	68.60195159
ENSG00000107882	SUFU	51684	ENSG00000107882.12	protein_coding	27.52586187	22.27060434	18.91793507	33.2223154	29.93356776	33.82898284
ENSG00000272933	TRIM8-DT	121232369	ENSG00000272933.1	lncRNA	1.146291355	0.742436533	0.713423278	0.848634481	0.907743853	1.164501277
ENSG00000171206	TRIM8	81603	ENSG00000171206.15	protein_coding	69.15819088	70.22368199	73.34668031	83.70762315	103.3995057	82.80047776
ENSG00000138175	ARL3	403	ENSG00000138175.9	protein_coding	22.09958415	27.85903323	31.84587664	17.09228236	20.14310417	14.90788564
ENSG00000156398	SFXN2	118980	ENSG00000156398.13	protein_coding	18.52268413	9.826335402	9.724251553	21.53659666	11.96202086	22.52003735
ENSG00000166272	WBP1L	54838	ENSG00000166272.18	protein_coding	6.512886272	6.602902329	6.891336997	7.424330038	7.481639459	7.401576053
ENSG00000148795	CYP17A1	1586	ENSG00000148795.7	protein_coding	0.009920291	0.031452502	0.05194291	0.083701444	0.074376033	0.036173879
ENSG00000166275	BORCS7	119032	ENSG00000166275.16	protein_coding	5.400054269	5.555720708	6.019135113	6.9321593	3.546875508	5.787719754
ENSG00000270316	BORCS7-ASMT	100528007	ENSG00000270316.1	protein_coding	0	0	0.025875573	0	0	0
ENSG00000214435	AS3MT	57412	ENSG00000214435.9	protein_coding	0.064229519	0.139862119	0.056095253	0.110442495	0.109915497	0.067351772
ENSG00000148842	CNNM2	54805	ENSG00000148842.18	protein_coding	8.622441155	13.1819021	11.20352852	9.117487854	11.78027503	8.349925274
ENSG00000076685	NT5C2	22978	ENSG00000076685.19	protein_coding	5.432218702	6.243191062	6.893800254	8.130551628	5.018552555	6.548032081
ENSG00000235376	RPEL1	729020	ENSG00000235376.5	protein_coding	0.046585016	0.122268283	0.036362167	0.035382201	0.043099502	0.078306069
ENSG00000148798	INA	9118	ENSG00000148798.11	protein_coding	41.9386106	24.79903872	38.63130797	68.40095436	41.19619658	54.68690463
ENSG00000156374	PCGF6	84108	ENSG00000156374.16	protein_coding	102.6704313	95.6888039	122.3086339	87.70630481	79.3208551	85.26567993
ENSG00000148835	TAF5	6877	ENSG00000148835.12	protein_coding	27.8588514	28.06744772	30.67463258	26.67454147	29.24689898	30.47052121
ENSG00000173915	ATP5MK	84833	ENSG00000173915.16	protein_coding	119.9853339	111.8891216	123.6603503	105.2385172	94.40940709	92.12772675
ENSG00000148843	PDCD11	22984	ENSG00000148843.15	protein_coding	64.7446633	49.99422727	56.98897048	83.06113964	54.91895173	81.2426957
ENSG00000138172	CALHM2	51063	ENSG00000138172.11	protein_coding	0.927039897	1.428480915	1.232323235	0.697856841	1.778834857	0.770321191
ENSG00000185933	CALHM1	255022	ENSG00000185933.7	protein_coding	0	0	0.024541988	0	0	0
ENSG00000183128	CALHM3	119395	ENSG00000183128.7	protein_coding	0	0.033526494	0.022244437	0	0.013882881	0.01915682
ENSG00000235470	NEURL1-AS1	102724341	ENSG00000235470.5	lncRNA	0	0	0.030155599	0	0	0
ENSG00000107954	NEURL1	9148	ENSG00000107954.11	protein_coding	4.797771515	6.632126629	5.156508086	3.138446068	9.007985638	3.899513195
ENSG00000107957	SH3PXD2A	9644	ENSG00000107957.17	protein_coding	93.95736288	74.57359989	73.27925869	117.8913168	109.9408364	112.1384336
ENSG00000280693	SH3PXD2A-AS1	100505839	ENSG00000280693.2	lncRNA	0	0	0	0	0	0
ENSG00000107960	STN1	79991	ENSG00000107960.12	protein_coding	2.020376621	2.69771705	2.921159687	2.065043011	2.56776877	1.836195793
ENSG00000065613	SLK	9748	ENSG00000065613.15	protein_coding	40.68813235	36.96819774	45.29741685	46.71306678	37.19306342	43.7283806
ENSG00000065618	COL17A1	1308	ENSG00000065618.21	protein_coding	0.015026876	0.085100391	0.259539159	0.177985956	0.076808876	0.044126998
ENSG00000156384	SFR1	119392	ENSG00000156384.15	protein_coding	6.089359527	5.890410085	6.878957903	5.691048382	5.443714956	4.715664691
ENSG00000197748	CFAP43	80217	ENSG00000197748.13	protein_coding	1.206858195	1.913436258	3.121279351	3.416407184	1.85984854	1.01790914
ENSG00000148834	GSTO1	9446	ENSG00000148834.13	protein_coding	20.3823466	17.63272225	20.03289211	11.9647636	13.89648337	14.44943317
ENSG00000065621	GSTO2	119391	ENSG00000065621.15	protein_coding	8.241724931	7.261823931	7.405456282	3.891793051	6.387459995	5.140954696
ENSG00000148841	ITPRIP	85450	ENSG00000148841.17	protein_coding	9.524126207	12.99413851	12.94815795	9.344672987	13.7643801	11.47953596
ENSG00000228261	ITPRIP-AS1	101927472	ENSG00000228261.1	lncRNA	0.005054877	0.007248348	0	0.015382852	0.005977906	0.002968768
ENSG00000231233	CFAP58-DT	100505869	ENSG00000231233.3	lncRNA	0.104001325	0.225428668	0.276389561	0.069690856	0.200300873	0.106846536
ENSG00000120051	CFAP58	159686	ENSG00000120051.15	protein_coding	0.272674801	0.614828107	0.553467534	0.26750976	0.438170672	0.251273191
ENSG00000225768	LINC02620	101927523	ENSG00000225768.1	lncRNA	0.022290132	0	0	0	0	0
ENSG00000156395	SORCS3	22986	ENSG00000156395.14	protein_coding	0	0	0.095470028	0.0171834	0	0
ENSG00000226387	SORCS3-AS1	100505890	ENSG00000226387.2	lncRNA	0	0	0	0	0	0
